"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name2","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","url","imported_at","match_type","match_value","prescore","score","local_id","global_id","current_taxon_id","current_name_string"
"Xylonora atlantica","Xylonora atlantica",4,"National Center for Biotechnology Information","bcb254b1-85cd-5f28-bba6-7206d7c2bbf7","Xylonora atlantica","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Myida|Pholadoidea|Xylophagaidae|Xylonora|Xylonora atlantica","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|278205|61346|183505|2792861|183507","183507",0,NA,"2023-02-23T23:48:15Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Xylophaga dorsalis","Xylophaga dorsalis",4,"National Center for Biotechnology Information","9ac3591b-51c7-5b88-8144-4f119c3ddffd","Xylophaga dorsalis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Myida|Pholadoidea|Xylophagaidae|Xylophaga|Xylophaga dorsalis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|278205|61346|183505|183506|1526741","1526741",0,NA,"2023-02-24T00:24:16Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Yoldia hyperborea","Yoldia hyperborea",4,"National Center for Biotechnology Information","8abb9c3e-b259-5ce1-9204-b86b5d4816bb","Yoldia hyperborea","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Protobranchia|Nuculanida|Yoldiidae|Yoldia|Yoldia hyperborea","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|45493|856330|1421207|61336|1421154","1421154",0,NA,"2023-02-24T00:20:55Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Yoldia limatula","Yoldia limatula",4,"National Center for Biotechnology Information","404674d7-6358-572a-8f94-00656ab2bafd","Yoldia limatula","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Protobranchia|Nuculanida|Yoldiidae|Yoldia|Yoldia limatula","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|45493|856330|1421207|61336|61337","61337",0,NA,"2023-02-23T23:44:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Yoldia myalis","Yoldia myalis",4,"National Center for Biotechnology Information","e26fab85-e811-5650-a546-b771e30fd9f5","Yoldia myalis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Protobranchia|Nuculanida|Yoldiidae|Yoldia|Yoldia myalis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|45493|856330|1421207|61336|129187","129187",0,NA,"2023-02-23T23:46:34Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Yoldia sapotilla","Yoldia sapotilla",10,"Freebase","ba9dbd0f-e30b-51aa-ad6c-e28145e9d16b","Yoldia sapotilla","Yoldia sapotilla","","/m/0gk_pgn","/m/0gk_pgn",0,NA,"2012-08-01T14:12:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Yoldiella nana","Yoldiella nana",4,"National Center for Biotechnology Information","2724fe85-f5b9-5b86-96c0-2f9de6829f57","Yoldiella nana","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Protobranchia|Nuculanida|Yoldiidae|Yoldiella|Yoldiella nana","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|45493|856330|1421207|102396|102397","102397",0,NA,"2023-02-23T23:45:45Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Zirfaea crispata","Zirfaea crispata",2,"Wikispecies","0bf2c199-4863-558e-9b4c-893eaa09a74a","Zirfaea crispata","","","","113573",0,"http://species.wikimedia.org/wiki/Zirfaea_crispata","2023-03-01T19:33:20Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Podon polyphemoides","Podon polyphemoides",12,"Encyclopedia of Life","ac97863d-2fb5-5091-968e-e993c3339951","Podon polyphemoides","","","","60938502",0,NA,"2023-03-01T22:33:43Z",1,"Exact string match","3|0|0",0.988,"60938502",NA,NA,NA
"Asterope abyssicola","Asterope abyssicola",169,"uBio NameBank","3bcf8c84-7f43-59b7-bbea-2a9d17340044","Asterope abyssicola","|Asterope abyssicola","kingdom|","","99543739",0,"http://www.ubio.org/browser/details.php?namebankID=6628288","2013-05-31T18:11:00Z",1,"Exact string match","3|0|0",0.988,"urn:lsid:ubio.org:namebank:6628288","urn:lsid:ubio.org:namebank:6628288",NA,NA
"Cushmanidea seminuda","Cushmanidea seminuda",2,"Wikispecies","8f83075b-adbf-5132-808a-d9136cfd88ad","Cushmanidea seminuda","","","","667489",0,"http://species.wikimedia.org/wiki/Cushmanidea_seminuda","2023-03-01T19:39:20Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cypria exsculpta","Cypria exsculpta",2,"Wikispecies","2a3aebfd-4f8b-5c95-9c67-7b55087d2818","Cypria exsculpta","","","","793558",0,"http://species.wikimedia.org/wiki/Cypria_exsculpta","2023-03-01T19:40:05Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cypricercus passaicus","Cypricercus passaicus",12,"Encyclopedia of Life","9cd70555-6da2-59d5-90e1-72e0cb1006f0","Cypricercus passaicus","","","","52308395",0,NA,"2023-03-01T21:54:14Z",1,"Exact string match","3|0|0",0.988,"52308395",NA,NA,NA
"Cyprideis sorbyana","Cyprideis sorbyana",168,"Index to Organism Names","65f50834-d6db-5e75-ac6a-ca857ad469dc","Cyprideis sorbyana","","","","1184264",0,NA,"2023-03-07T14:58:14Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cypridopsis vidua","Cypridopsis vidua",2,"Wikispecies","370fb730-ca30-5348-b267-e12eed1130df","Cypridopsis vidua","","","","391800",0,"http://species.wikimedia.org/wiki/Cypridopsis_vidua","2023-03-01T19:36:44Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cytheretta tracyi","Cytheretta tracyi",12,"Encyclopedia of Life","4936468e-bd88-5af9-b103-2de69e9c4b27","Cytheretta tracyi","","","","126811",0,NA,"2023-03-01T22:12:07Z",1,"Exact string match","3|0|0",0.988,"126811",NA,NA,NA
"Cythereis arenicola","Cythereis arenicola",168,"Index to Organism Names","db14bd55-3b04-5b96-8c35-416148026626","Cythereis arenicola","","","","3670827",0,NA,"2023-03-07T13:54:09Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cythereis concinna","Cythereis concinna",168,"Index to Organism Names","ab0006de-0341-5342-9c1d-5c1e0329ecaa","Cythereis concinna","","","","2491897",0,NA,"2023-03-07T15:26:44Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cythereis dawsoni","Cythereis dawsoni",170,"Arctos","c9a1523c-fc29-5cf1-8faa-aa76ddb330b3","Cythereis dawsoni","Animalia|Arthropoda|Ostracoda|Podocopida|Trachyleberididae|Cythereis|Cythereis dawsoni","kingdom|phylum|class|order|family|genus|","","gn_1936866",0,NA,"2023-03-01T18:11:38Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cythereis dunelmensis","Cythereis dunelmensis",170,"Arctos","4f36514e-55bc-56fe-b391-53da2378fc27","Cythereis dunelmensis","Animalia|Arthropoda|Ostracoda|Podocopida|Trachyleberididae|Cythereis|Cythereis dunelmensis","kingdom|phylum|class|order|family|genus|","","gn_1774431",0,NA,"2023-03-01T18:02:53Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cythereis emarginata","Cythereis emarginata",170,"Arctos","fc880d49-2fc3-53c7-934a-109f4b973e91","Cythereis emarginata","Animalia|Arthropoda|Ostracoda|Podocopida|Trachyleberididae|Cythereis|Cythereis emarginata","kingdom|phylum|class|order|family|genus|","","gn_1966527",0,NA,"2023-03-01T18:13:09Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cythereis leioderma","Cythereis leioderma",170,"Arctos","735c0ee3-2836-5dd9-8b38-8c00cdb5aa5e","Cythereis leioderma","Animalia|Arthropoda|Ostracoda|Podocopida|Trachyleberididae|Cythereis|Cythereis leioderma","kingdom|phylum|class|order|family|genus|","","gn_2020901",0,NA,"2023-03-01T18:15:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cythereis procteri","Cythereis procteri",12,"Encyclopedia of Life","4e754b5a-a56e-5ea3-8462-b25b940a0fd7","Cythereis procteri","","","","127942",0,NA,"2023-03-01T22:12:07Z",1,"Exact string match","3|0|0",0.988,"127942",NA,NA,NA
"Cytheropteron alatoides","Cytheropteron alatoides",12,"Encyclopedia of Life","a0532afd-f0f7-5f0c-ad48-8706e0d033bb","Cytheropteron alatoides","","","","3037038",0,NA,"2023-03-01T22:14:41Z",1,"Exact string match","3|0|0",0.988,"3037038",NA,NA,NA
"Cytheropteron pyramidale","Cytheropteron pyramidale",12,"Encyclopedia of Life","8df02b4c-0f36-5521-8498-901dc642503a","Cytheropteron pyramidale","","","","339495",0,NA,"2023-03-01T21:54:10Z",1,"Exact string match","3|0|0",0.988,"339495",NA,NA,NA
"Cytherura undata","Cytherura undata",2,"Wikispecies","9e40c5a8-bc0c-5b69-be3c-e659312a79dd","Cytherura undata","","","","422482",0,"http://species.wikimedia.org/wiki/Cytherura_undata","2023-03-01T19:37:05Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Eucythere declivis","Eucythere declivis",12,"Encyclopedia of Life","ef88f588-bcb6-5c07-9743-5bf72c380dbd","Eucythere declivis","","","","46499578",0,NA,"2023-03-01T21:54:12Z",1,"Exact string match","3|0|0",0.988,"46499578",NA,NA,NA
"Hirschamannia viridis","Hirschamannia viridis",1,"Catalogue of Life Checklist","1acaf867-61b4-5b56-b987-930e903b4720","Hirschmannia viridis","Biota|Animalia|Arthropoda|Ostracoda|Podocopa|Podocopida|Cytherocopina|Cytheroidea|Loxoconchidae|Hirschmannia|Hirschmannia viridis","unranked|kingdom|phylum|class|subclass|order|suborder|superfamily|family|genus|species","5T6MX|N|RT|62299|9WLST|84JR3|84JRT|84JSZ|84KFM|84P5L|3M44S","3M44S",1,NA,"2023-03-02T02:23:42Z",3,"Fuzzy match by canonical form","1|0|0",0.75,NA,NA,NA,NA
"Leptocythere angusta","Leptocythere angusta",12,"Encyclopedia of Life","5abe3afc-f76e-52b5-adde-cc3a613477ce","Leptocythere angusta","","","","313191",0,NA,"2023-03-01T21:54:13Z",1,"Exact string match","3|0|0",0.988,"313191",NA,NA,NA
"Leptocythere castanea","Leptocythere castanea",12,"Encyclopedia of Life","e4ab1480-f458-5508-9b96-bd1b8b4fb26d","Leptocythere castanea","","","","46499773",0,NA,"2023-03-01T21:54:13Z",1,"Exact string match","3|0|0",0.988,"46499773",NA,NA,NA
"Limnocythere reticulata","Limnocythere reticulata",12,"Encyclopedia of Life","8a3633dd-e074-5b57-9cef-b9ec75da8df1","Limnocythere reticulata","","","","339244",0,NA,"2023-03-01T21:54:11Z",1,"Exact string match","3|0|0",0.988,"339244",NA,NA,NA
"Loxooxoncha bairdi","Loxooxoncha bairdi",1,"Catalogue of Life Checklist","2a49696c-7828-53fe-aa30-2f00601069e2","Loxoconcha bairdi","Biota|Animalia|Arthropoda|Ostracoda|Podocopa|Podocopida|Cytherocopina|Cytheroidea|Loxoconchidae|Loxoconchinae|Loxoconcha|Loxoconcha rhomboidea","unranked|kingdom|phylum|class|subclass|order|suborder|superfamily|family|subfamily|genus|species","5T6MX|N|RT|62299|9WLST|84JR3|84JRT|84JSZ|84KFM|85GKW|84PSV|72NTL","85368",2,NA,"2023-03-02T02:24:01Z",3,"Fuzzy match by canonical form","1|0|0",0.75,NA,NA,"72NTL","Loxoconcha rhomboidea (Fischer, 1855)"
"Loxoxoncha guttata","Loxoxoncha guttata",1,"Catalogue of Life Checklist","46398030-bc9a-5dda-8a11-8f1210e68d58","Loxoconcha guttata","Biota|Animalia|Arthropoda|Ostracoda|Podocopa|Podocopida|Cytherocopina|Cytheroidea|Loxoconchidae|Palmoconcha|Palmoconcha guttata","unranked|kingdom|phylum|class|subclass|order|suborder|superfamily|family|genus|species","5T6MX|N|RT|62299|9WLST|84JR3|84JRT|84JSZ|84KFM|84RHY|4C67G","3W9BF",1,NA,"2023-03-02T02:23:41Z",3,"Fuzzy match by canonical form","1|0|0",0.75,NA,NA,"4C67G","Palmoconcha guttata (Norman, 1865)"
"Palmenella americana","Palmenella americana",12,"Encyclopedia of Life","f38b3118-7d06-5445-97f3-b2e8ca625954","Palmenella americana","","","","1024234",0,NA,"2023-03-01T21:54:13Z",1,"Exact string match","3|0|0",0.988,"1024234",NA,NA,NA
"Pterygocythereis inexpectata","Pterygocythereis inexpectata",12,"Encyclopedia of Life","57d0a027-cd47-5eb0-8591-82d75819f539","Pterygocythereis inexpectata","","","","1023209",0,NA,"2023-03-01T22:12:07Z",1,"Exact string match","3|0|0",0.988,"1023209",NA,NA,NA
"Sarsiella zostericola","Sarsiella zostericola",3,"Integrated Taxonomic Information SystemITIS","7ac11964-e662-5cd1-8bac-ed029b0ca720","Sarsiella zostericola","Animalia|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Crustacea|Ostracoda|Myodocopa|Myodocopida|Myodocopina|Sarsielloidea|Sarsiellidae|Sarsiella|Sarsiella zostericola","Kingdom|Subkingdom|Infrakingdom|Superphylum|Phylum|Subphylum|Class|Subclass|Order|Suborder|Superfamily|Family|Genus|Species","202423|914154|914155|914158|82696|83677|84195|609934|609937|84196|609962|84273|84274|84277","84277",0,NA,"2023-02-23T22:47:33Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Acartia bifilosa","Acartia bifilosa",4,"National Center for Biotechnology Information","41b6d85e-b55d-5291-b3f3-0d9f9d109138","Acartia bifilosa","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Acartiidae|Acartia|Acartia bifilosa","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|121147|121148|544687","544687",0,NA,"2023-02-23T23:58:19Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Acartia hudsonica","Acartia hudsonica",4,"National Center for Biotechnology Information","d1b1f9ee-0fe0-5cbe-926f-d8464ae7cd5d","Acartia hudsonica","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Acartiidae|Acartia|Acartia hudsonica","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|121147|121148|198241","198241",0,NA,"2023-02-23T23:48:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Acartia longiremis","Acartia longiremis",4,"National Center for Biotechnology Information","5d33855a-256e-5950-bc6d-11c6e55ff423","Acartia longiremis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Acartiidae|Acartia|Acartia longiremis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|121147|121148|121149","121149",0,NA,"2023-02-23T23:46:22Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Acartia tonsa","Acartia tonsa",4,"National Center for Biotechnology Information","2f3e031f-3ca6-5e5b-b129-3acd85a6aa2b","Acartia tonsa","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Acartiidae|Acartia|Acartia tonsa","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|121147|121148|136180","136180",0,NA,"2023-02-23T23:46:44Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Aetideus armatus","Aetideus armatus",4,"National Center for Biotechnology Information","96d6b850-6a49-537a-9fee-65fc8d74d0e2","Aetideus armatus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Aetideidae|Aetideus|Aetideus armatus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|201683|507462|883816","883816",0,NA,"2023-02-24T00:05:33Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Anomalocera opalus","Anomalocera opalus",12,"Encyclopedia of Life","39ea2d7d-c284-565d-acf0-5fe9f1bdc663","Anomalocera opalus","","","","46533393",0,NA,"2023-03-01T21:54:32Z",1,"Exact string match","3|0|0",0.988,"46533393",NA,NA,NA
"Calanus finmarchicus","Calanus finmarchicus",2,"Wikispecies","38dc94c1-066a-5c4f-989c-ef8fe1d57802","Calanus finmarchicus","","","","1188011",0,"http://species.wikimedia.org/wiki/Calanus_finmarchicus","2023-03-01T19:42:47Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Calanus hyperboreus","Calanus hyperboreus",4,"National Center for Biotechnology Information","0939bace-4d3a-5b0e-8dce-3cbf6a0ff741","Calanus hyperboreus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Calanidae|Calanus|Calanus hyperboreus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|6835|6836|114069","114069",0,NA,"2023-02-23T23:46:03Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Candacia armata","Candacia armata",4,"National Center for Biotechnology Information","3df49151-1c96-5596-a8dc-5ca304a1c8c0","Candacia armata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Candaciidae|Candacia|Candacia armata","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|207962|207966|261850","261850",0,NA,"2023-02-23T23:50:23Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Candacia norvegica","Candacia norvegica",4,"National Center for Biotechnology Information","d442a998-097e-5e26-97b2-03e714305392","Candacia norvegica","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Candaciidae|Candacia|Candacia norvegica","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|207962|207966|261856","261856",0,NA,"2023-02-23T23:50:23Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Centropages hamatus","Centropages hamatus",4,"National Center for Biotechnology Information","34ec092f-b4b9-5f07-ac4c-2b1053b94631","Centropages hamatus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Centropagidae|Centropages|Centropages hamatus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|136181|136182|136183","136183",0,NA,"2023-02-23T23:46:44Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Centropages typicus","Centropages typicus",4,"National Center for Biotechnology Information","0358931c-a8f9-5bf2-b2f5-5c514e614a3f","Centropages typicus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Centropagidae|Centropages|Centropages typicus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|136181|136182|463189","463189",0,NA,"2023-02-23T23:56:17Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Euchaeta norvegica","Euchaeta norvegica",168,"Index to Organism Names","74ce92a2-6813-51c4-8fd1-92daf713d0c0","Euchaeta norvegica","","","","34693",0,NA,"2023-03-07T14:43:45Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Euchirella rostrata","Euchirella rostrata",4,"National Center for Biotechnology Information","9f21aa35-94f6-54a0-b23d-f2e8f13e44fe","Euchirella rostrata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Aetideidae|Euchirella|Euchirella rostrata","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|201683|498139|503028","503028",0,NA,"2023-02-23T23:57:19Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Eurytemora americana","Eurytemora americana",4,"National Center for Biotechnology Information","85f4c184-cd43-5989-829f-64a70446b3d0","Eurytemora americana","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Temoridae|Eurytemora|Eurytemora americana","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|88013|88014|2653977","2653977",0,NA,"2023-02-24T00:56:41Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Eurytemora herdmani","Eurytemora herdmani",4,"National Center for Biotechnology Information","b0cc5285-af24-51c3-a6a2-beb963c1cce7","Eurytemora herdmani","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Crustacea|Multicrustacea|Hexanauplia|Copepoda|Neocopepoda|Gymnoplea|Calanoida|Temoridae|Eurytemora|Eurytemora herdmani","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|superclass|class|subclass|infraclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6657|2172821|72037|6830|116569|116570|6833|88013|88014|2339889","2339889",0,NA,"2023-02-24T00:47:40Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Gaidius tenuispinus","Gaidius tenuispinus",168,"Index to Organism Names","96daec5f-e56d-54bb-8779-41321d2f2f4d","Gaidius tenuispinus","","","","1162865",0,NA,"2023-03-07T14:23:20Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
